"s.no","helpfulVoteCount","rating","reviewPosition","verifiedPurchase","sentiment_score","Membership_Years_x","Availability_Code","Age","Membership_Years_y","Login_Frequency","Session_Duration_Avg","Pages_Per_Session","Cart_Abandonment_Rate","Wishlist_Items","Total_Purchases","Average_Order_Value","Days_Since_Last_Purchase","Discount_Usage_Rate","Returns_Rate","Email_Open_Rate","Customer_Service_Calls","Product_Reviews_Written","Social_Media_Engagement_Score","Mobile_App_Usage","Payment_Method_Diversity","Lifetime_Value","Credit_Balance","Churned","Gender","Sentiment_Label"
"10341","0","5.0","4","True","0.228666667","1.7","1","50","1.7","14.0","40.1","8.5","67.4","3","16.0","118.22","21","34.6","1.8","17.1","6","4","15.6","20.4","2","1691.77","86","0","Female","Positive"
"10343","0","5.0","6","True","0.433333333","0.8","0","54","0.8","11.0","18.5","8.1","63.1","1","7.8","170.5","19","44.16","5.8","0.0","7","2","5.5","16.5","2","904.05","4322","0","Male","Positive"
"10344","0","4.0","7","True","0.633333333","1.2","0","29","1.2","20.0","24.1","9.5","66.2","5","21.0","120.14","23","16.7","8.2","19.8","3","4","55.9","22.4","1","2174.27","4492","0","Female","Positive"
"10345","0","5.0","8","True","0.274793388","2.8","2","37","2.8","0.0","22.2","4.9","67.8","1","4.0","136.07","23","39.0","1.1","13.1","8","2","0.0","12.4","1","619.69","387","0","Female","Positive"
"10346","0","5.0","9","True","0.35","7.4","2","26","7.4","13.0","27.1","7.6","58.6","2","8.0","158.46","63","29.0","1.4","11.1","6","2","47.8","21.2","2","1467.93","560","0","Male","Positive"
"10348","0","5.0","1","True","0.155208333","2.4","1","20","2.4","20.0","37.0","12.0","58.9","12","22.0","133.11","27","60.5","6.2","28.3","6","4","71.1","34.2","1","2462.37","3858","1","Male","Positive"
"10350","0","5.0","3","True","0.55","4.4","2","20","4.4","13.0","25.0","9.9","67.0","4","10.4","152.02","12","55.68","3.4","37.0","6","3","17.2","15.3","2","1071.78","3276","0","Female","Positive"
"10351","0","5.0","4","True","1.0","1.6","1","46","1.6","22.0","31.4","8.8","43.5","4","18.2","75.08","10","39.0","2.7","34.7","6","10","34.7","19.1","2","870.26","1911","0","Female","Positive"
"10352","0","4.0","5","True","0.407142857","2.1","1","46","2.1","12.0","26.4","5.5","54.3","3","14.3","79.56","2","55.32","6.5","10.2","9","1","48.3","15.9","1","798.82","2206","0","Male","Positive"
"10356","0","4.0","9","True","0.25","2.2","1","38","2.2","17.0","36.4","9.5","61.1","8","17.0","153.11","3","57.1","0.9","30.5","7","5","29.6","21.8","2","3014.75","2051","1","Male","Positive"
"10358","0","5.0","1","True","0.6","4.3","2","71","4.3","5.0","35.8","3.5","71.6","6","10.0","58.44","28","77.3","6.0","5.8","10","1","23.9","17.0","1","693.42","3153","0","Male","Positive"
"10360","0","5.0","3","True","0.6","4.5","2","38","4.5","3.0","13.5","5.4","65.0","1","8.0","86.17","9","58.8","2.6","16.5","5","1","18.6","14.7","2","785.22","3078","0","Male","Positive"
"10363","0","5.0","6","True","0.666666667","2.4","1","42","2.4","10.0","16.5","9.7","76.6","3","8.0","204.22","40","40.6","5.5","6.3","7","3","37.7","6.3","2","1510.16","1810","0","Female","Positive"
"10365","7","5.0","8","True","0.289583333","1.5","0","26","1.5","8.0","25.3","7.7","65.8","6","11.0","161.23","43","52.1","4.3","16.2","1","1","27.1","16.8","2","1498.83","1916","0","Male","Positive"
"10369","0","5.0","2","True","0.266666667","1.9","1","31","1.9","0.0","13.1","1.4","79.9","1","4.0","48.4","10","24.3","7.4","22.9","9","2","7.6","12.1","1","206.78","526","1","Male","Positive"
"10370","0","5.0","3","True","0.383333333","4.7","2","20","4.7","13.0","25.0","10.8","73.7","2","10.0","118.38","95","22.7","7.7","18.2","7","3","19.5","12.3","2","1370.38","1508","1","Male","Positive"
"10371","0","4.0","4","True","0.6","1.8","1","53","1.8","14.0","26.3","6.7","59.4","6","9.0","132.61","11","46.2","0.8","16.0","3","4","45.7","22.2","1","1104.38","2353","0","Male","Positive"
"10372","0","5.0","5","True","0.52","1.2","0","32","1.2","20.0","37.7","10.2","38.8","6","19.0","83.34","13","50.1","4.9","37.4","1","3","62.2","33.4","2","1609.63","3543","0","Female","Positive"
"10375","0","5.0","8","True","-0.44375","2.7","2","38","2.7","1.0","11.6","6.3","65.8","1","4.0","116.3","4","31.7","21.8","3.6","5","2","0.0","6.4","1","555.12","1181","1","Female","Negative"
"10386","0","5.0","9","True","0.16","2.9","2","35","2.9","20.0","38.4","11.8","46.1","5","13.0","183.0","2","49.6","3.3","43.5","3","4","22.4","20.4","5","1930.38","2305","0","Female","Positive"
"10387","0","5.0","10","True","0.5","3.1","2","38","3.1","16.0","27.8","9.9","37.8","4","18.0","193.84","45","69.7","4.8","29.2","5","6","31.9","30.5","1","3585.43","2187","0","Male","Positive"
"10390","0","5.0","3","True","0.733333333","3.4","2","18","3.4","27.0","44.9","21.2","34.1","9","22.0","99.13","5","35.3","6.8","59.0","5","7","57.9","33.1","2","2219.86","4626","0","Male","Positive"
"10392","0","4.0","5","True","0.21125","6.0","2","41","6.0","28.0","33.3","10.1","53.6","3","19.5","118.67","44","18.36","2.9","34.5","2","4","50.7","25.0","3","1696.71","4624","0","Female","Positive"
"10396","0","4.0","9","True","0.0","4.3","2","25","4.3","20.0","38.6","13.5","37.9","4","19.0","121.66","21","12.2","3.1","27.2","4","4","50.5","49.4","3","2608.1","2581","0","Female","Neutral"
"10402","0","4.0","6","True","0.228125","1.2","0","34","1.2","2.0","25.9","4.1","59.8","5","7.0","77.81","17","19.9","11.5","10.8","11","1","0.0","19.6","4","529.69","203","0","Female","Positive"
"10404","4","5.0","8","True","0.166666667","7.6","2","18","7.6","8.0","30.1","5.1","61.7","2","7.0","136.87","48","52.3","2.4","8.6","3","5","37.6","21.2","3","861.17","434","0","Male","Positive"
"10406","0","5.0","10","True","0.5375","4.4","2","58","4.4","14.0","35.6","16.7","30.6","7","16.0","162.1","3","15.4","5.1","28.8","4","6","51.6","30.6","2","2253.89","2874","0","Male","Positive"
"10408","0","5.0","2","True","0.325","6.0","2","30","6.0","32.0","49.4","15.3","33.7","8","22.0","80.78","2","51.3","9.4","42.3","4","6","55.4","35.9","1","1737.01","4093","0","Female","Positive"
"10410","6","5.0","4","True","0.262797619","1.2","0","23","1.2","0.0","11.4","1.5","68.5","0","8.0","75.58","4","20.4","6.2","3.4","10","0","19.0","4.0","1","498.35","0","1","Male","Positive"
"10414","0","4.0","3","True","0.327106227","0.9","0","37","0.9","23.0","52.8","15.0","35.3","8","25.0","91.29","56","60.1","7.3","45.3","3","6","73.6","31.8","1","2217.27","3250","0","Male","Positive"
"10416","0","5.0","5","True","0.55","2.1","1","38","2.1","15.0","46.3","17.2","44.0","7","19.0","76.59","2","81.7","14.1","45.9","2","9","57.0","39.4","2","1403.49","5089","0","Male","Positive"
"10418","0","5.0","7","False","0.287893218","1.4","0","35","1.4","3.0","24.2","4.1","69.3","2","10.0","132.84","55","23.7","4.5","26.0","5","1","13.8","12.8","4","1271.37","2914","0","Female","Positive"
"10423","0","5.0","2","True","0.266666667","2.0","1","30","2.0","11.0","33.9","13.2","35.5","6","17.0","105.75","8","29.3","6.2","30.8","2","7","42.7","20.2","1","2094.14","1515","0","Other","Positive"
"10427","0","5.0","6","True","0.25","1.0","0","38","1.0","27.0","48.5","16.5","31.2","9","26.0","102.38","19","63.96","2.6","27.7","1","3","74.9","28.4","3","2182.54","1763","0","Male","Positive"
"10428","0","5.0","7","True","0.39","0.5","0","20","0.5","26.0","42.2","14.9","32.7","7","17.0","63.94","8","33.8","6.5","31.4","4","3","50.8","24.8","1","1058.96","3075","0","Female","Positive"
"10432","0","5.0","1","True","0.425","1.9","1","40","1.9","10.0","23.2","8.0","79.8","3","12.0","108.45","14","40.6","0.2","2.5","13","1","33.8","20.0","3","1071.88","713","0","Male","Positive"
"10434","2","5.0","3","True","0.583333333","1.1","0","26","1.1","0.0","8.4","1.3","90.6","0","4.0","125.66","2","36.6","6.8","0.0","9","0","27.7","6.3","1","485.17","251","1","Male","Positive"
"10437","0","4.0","6","True","0.275","0.6","0","54","0.6","6.0","34.3","7.6","51.2","5","18.2","84.32","26","19.8","7.5","31.2","6","3","22.1","22.2","1","1278.14","2826","1","Male","Positive"
"10438","2","5.0","7","True","0.35","1.2","0","21","1.2","11.0","20.1","4.8","57.6","4","13.0","125.41","13","25.7","3.0","28.6","8","3","30.1","15.9","2","1304.74","266","1","Female","Positive"
"12678","0","5.0","7","True","0.666666667","2.9","2","48","2.9","2.0","12.3","8.9","64.0","0","6.0","144.46","17","30.4","15.5","0.0","9","2","0.0","7.9","2","955.47","954","1","Female","Positive"
"13180","0","5.0","2","True","0.2875","2.8","2","44","2.8","22.0","40.2","12.1","39.9","5","18.0","123.72","54","78.5","4.3","20.6","2","7","46.3","29.3","3","2329.77","3006","0","Male","Positive"
"13182","0","4.0","4","True","0.110648148","2.3","1","21","2.3","23.0","47.1","12.6","49.0","3","24.7","123.01","0","73.56","6.0","48.6","1","5","41.3","28.1","2","2610.69","3329","0","Male","Positive"
"13184","0","5.0","6","True","0.342307692","3.6","2","34","3.6","3.0","11.8","1.0","71.5","0","2.0","72.76","26","60.6","17.9","0.0","9","0","0.0","3.3","4","133.48","2357","1","Male","Positive"
"13186","0","5.0","8","True","0.575","1.0","0","37","1.0","11.0","36.4","7.3","33.9","5","12.0","191.79","18","16.2","3.5","32.2","5","3","51.3","21.3","3","2733.72","969","0","Male","Positive"
"13187","0","5.0","9","True","0.4","7.7","2","40","7.7","8.0","15.1","5.0","50.1","7","13.0","163.66","96","30.1","11.0","20.1","9","2","15.9","29.9","3","1960.9","1851","1","Female","Positive"
"13194","0","5.0","6","True","0.358333333","0.9","0","22","0.9","17.0","33.1","11.9","52.8","7","24.7","95.54","36","85.08","2.2","23.1","3","4","41.9","16.5","3","1907.06","3153","0","Female","Positive"
"13195","3","4.0","7","True","0.028412698","2.9","2","43","2.9","18.0","26.1","9.7","49.5","1","15.0","73.2","6","72.9","15.8","9.4","2","4","32.8","27.6","3","937.07","1725","0","Female","Neutral"
"13198","0","5.0","10","True","0.5125","0.5","0","46","0.5","10.0","26.8","10.2","69.1","1","13.0","82.46","198","33.84","1.9","11.3","7","4","20.5","15.4","3","775.98","1144","1","Male","Positive"
"13204","2","5.0","6","True","0.068333333","6.5","2","45","6.5","6.0","18.7","7.3","66.0","4","6.0","210.12","27","71.2","1.5","11.6","1","0","6.3","14.1","3","1371.16","2340","0","Female","Neutral"
"13206","0","3.0","8","True","-0.070714286","1.8","1","61","1.8","8.0","29.7","10.9","64.1","2","10.0","157.04","154","35.3","6.8","44.4","7","3","32.2","22.5","3","1300.0","1539","0","Female","Neutral"
"13207","0","4.0","9","True","0.35","2.2","1","18","2.2","0.0","23.5","8.6","62.8","4","12.0","98.8","10","72.7","0.6","16.8","5","3","12.8","9.9","2","1270.2","741","0","Male","Positive"
"13210","0","5.0","2","True","0.416666667","1.5","0","18","1.5","10.0","17.3","8.6","53.9","1","12.0","101.17","18","70.2","1.5","34.4","3","5","41.2","22.1","2","1134.48","3740","0","Male","Positive"
"13212","0","5.0","4","True","0.8","2.0","1","39","2.0","15.0","38.9","13.6","37.8","8","19.0","158.8","16","59.3","8.6","45.0","5","5","61.5","44.2","3","3527.03","4179","0","Female","Positive"
"13215","0","5.0","7","True","0.533333333","4.7","2","75","4.7","9.0","31.6","10.6","46.3","3","17.0","41.28","13","16.3","3.3","21.8","6","4","27.3","31.9","4","780.88","2707","0","Male","Positive"
"13218","0","5.0","10","True","0.5","1.2","0","30","1.2","12.0","33.1","11.1","40.9","9","18.2","88.71","28","56.64","0.8","13.0","3","4","36.6","20.8","1","1479.35","1870","0","Female","Positive"
"13220","2","5.0","2","True","0.292857143","1.6","1","35","1.6","0.0","17.6","5.2","50.1","1","6.5","99.43","55","62.28","3.4","0.0","4","1","27.1","10.9","3","524.93","1840","0","Female","Positive"
"13227","0","5.0","9","True","1.0","3.6","2","70","3.6","10.0","23.6","9.2","44.4","1","13.0","80.01","14","9.6","9.6","34.9","7","4","10.2","14.6","2","1054.78","1736","0","Male","Positive"
"13230","0","5.0","2","True","0.463968254","3.8","2","55","3.8","27.0","30.9","10.7","36.8","8","19.5","93.62","41","67.2","6.4","10.1","1","8","58.0","30.8","4","1538.28","3252","0","Male","Positive"
"13233","0","5.0","5","True","0.31","4.4","2","18","4.4","4.0","35.3","8.2","49.6","3","10.4","132.81","16","21.48","4.6","2.3","7","4","26.4","16.2","4","1223.13","1519","1","Male","Positive"
"13234","0","4.0","6","True","0.191666667","1.7","1","46","1.7","4.0","27.1","7.1","38.9","3","11.0","103.15","1","12.6","14.9","16.3","3","2","33.6","5.3","1","1299.75","2070","0","Female","Positive"
"13235","0","5.0","7","True","0.419480519","0.8","0","28","0.8","4.0","29.3","7.4","76.5","2","8.0","113.37","1","43.5","3.6","31.4","5","1","14.6","14.9","1","821.88","269","0","Female","Positive"
"13237","0","5.0","9","True","0.5","5.5","2","23","5.5","16.0","30.3","9.6","58.0","6","19.0","94.74","39","22.7","16.5","13.5","3","1","36.5","10.7","2","1935.16","643","1","Male","Positive"
"13239","0","5.0","1","True","0.307638889","0.7","0","38","0.7","25.0","35.5","17.2","45.8","4","23.0","180.52","38","49.5","0.6","26.0","3","4","70.7","27.3","5","4085.46","2497","1","Female","Positive"
"13240","2","5.0","2","True","0.26","2.8","2","41","2.8","0.0","14.6","7.2","83.0","0","6.0","176.35","8","58.8","2.5","1.7","9","0","0.0","6.3","1","963.55","980","1","Female","Positive"
"13243","0","5.0","5","True","0.3","3.8","2","30","3.8","7.0","19.7","2.1","55.5","5","7.0","199.57","35","34.3","4.3","3.8","6","0","16.7","15.3","1","1286.06","1196","0","Male","Positive"
"13244","0","5.0","6","True","0.25","6.5","2","18","6.5","26.0","42.5","16.9","40.9","7","18.0","73.53","25","48.4","0.5","39.6","3","8","37.3","35.1","2","1412.06","2680","0","Female","Positive"
"13250","0","5.0","5","True","0.369047619","0.5","0","36","0.5","7.0","28.2","8.8","68.8","4","9.0","135.06","3","79.9","2.9","0.0","5","1","26.1","21.8","5","1213.4","1816","0","Male","Positive"
"13255","0","5.0","10","True","0.7","8.9","2","18","8.9","17.0","30.3","7.7","52.2","7","13.0","127.46","0","41.4","13.4","20.7","4","3","36.9","18.7","2","1701.39","2650","0","Male","Positive"
"13260","0","5.0","5","True","0.666666667","2.2","1","23","2.2","12.0","30.7","6.1","61.8","0","7.0","76.57","115","54.2","8.6","9.2","5","2","4.2","12.8","1","466.74","280","1","Female","Positive"
"13261","0","4.0","6","True","0.266666667","0.8","0","20","0.8","20.0","29.5","7.5","47.4","9","15.6","108.37","3","59.52","11.7","7.8","3","3","24.7","17.4","2","1388.53","2502","0","Female","Positive"
"13269","0","5.0","2","True","0.525","1.0","0","40","1.0","13.0","36.9","10.3","55.8","6","19.5","129.86","99","72.36","15.4","25.6","3","2","22.1","22.7","4","2134.94","3667","0","Female","Positive"
"13270","0","5.0","3","True","0.2328125","5.2","2","32","5.2","12.0","26.4","6.6","46.2","6","17.0","61.68","9","46.8","16.9","19.4","9","3","29.0","14.1","2","989.06","1339","0","Male","Positive"
"13273","0","5.0","6","True","0.302083333","1.7","1","21","1.7","3.0","27.9","7.6","65.1","3","10.0","146.44","9","70.9","3.5","26.2","7","3","11.2","10.8","2","1629.11","2359","0","Male","Positive"
"13274","0","5.0","7","True","0.4","5.6","2","18","5.6","28.0","46.3","17.4","31.5","16","42.9","132.37","12","88.32","7.3","52.2","2","8","77.0","29.2","4","5196.57","4382","0","Female","Positive"
"13280","0","5.0","3","True","0.766666667","3.0","2","52","3.0","25.0","36.6","10.5","38.9","7","16.0","206.06","28","51.4","11.5","30.5","6","9","24.0","20.9","3","3168.94","4997","1","Male","Positive"
"13281","0","5.0","4","True","0.675","3.5","2","33","3.5","14.0","48.4","14.4","45.2","3","16.0","75.65","0","42.3","3.4","27.6","4","1","57.9","31.2","4","1379.93","2183","0","Female","Positive"
"13285","0","5.0","8","True","0.825","2.9","2","30","2.9","9.0","9.8","1.0","92.9","0","5.2","152.24","25","15.48","4.7","8.4","10","1","18.0","3.0","2","729.34","2449","1","Female","Positive"
"13292","0","5.0","2","True","0.334078947","1.8","1","27","1.8","14.0","28.9","7.6","46.4","4","9.0","64.25","143","19.3","8.0","27.8","5","8","8.1","23.5","5","468.1","1214","0","Female","Positive"
"13293","0","5.0","3","True","0.385416667","2.4","1","53","2.4","17.0","31.0","5.9","60.2","5","14.0","98.25","26","30.7","8.1","15.4","3","3","26.4","8.6","1","1200.5","1781","0","Female","Positive"
"13297","0","5.0","7","True","0.558333333","6.4","2","28","6.4","7.0","32.7","11.8","75.7","7","18.0","111.72","107","63.6","2.4","19.4","6","2","30.4","23.7","2","1936.08","3437","1","Male","Positive"
"13303","2","5.0","3","True","0.325","0.8","0","20","0.8","18.0","32.1","9.2","41.9","2","27.3","169.39","36","30.96","4.1","37.3","2","4","45.3","27.0","1","3535.1","846","0","Female","Positive"
"13308","0","5.0","8","True","0.3","8.6","2","33","8.6","24.0","37.9","8.8","65.2","6","11.0","161.31","16","21.4","2.6","24.5","5","4","29.6","27.3","4","1667.69","2888","0","Female","Positive"
"13310","0","4.0","10","True","0.468181818","4.0","2","46","4.0","6.0","14.5","7.7","58.6","4","7.0","82.5","5","21.9","4.8","18.7","8","0","32.6","26.5","1","680.4","1260","0","Male","Positive"
"13312","0","5.0","1","True","0.3","4.4","2","19","4.4","15.0","37.0","11.8","49.5","3","15.0","141.84","20","9.6","0.9","23.9","4","2","10.8","23.9","3","1725.76","1927","1","Male","Positive"
"13314","0","5.0","3","True","0.35","3.3","2","50","3.3","25.0","65.3","21.3","22.1","13","32.0","181.28","67","33.2","3.8","57.0","2","11","93.5","57.1","4","6930.29","4551","0","Female","Positive"
"13316","0","5.0","5","True","0.188095238","1.4","0","50","1.4","22.0","53.9","17.4","27.6","8","20.0","91.59","54","19.6","5.8","36.3","3","5","87.6","33.0","2","1781.47","5098","0","Male","Positive"
"13319","0","5.0","8","True","0.0","1.8","1","37","1.8","0.0","26.6","8.3","70.2","9","7.0","82.46","1","34.9","4.4","14.9","5","1","0.5","21.7","2","516.29","1472","0","Male","Neutral"
"13320","0","5.0","9","True","0.0","5.3","2","18","5.3","12.0","29.1","8.5","57.1","1","11.0","79.64","4","69.9","6.3","47.0","7","1","20.7","13.9","2","802.98","1734","0","Male","Neutral"
"13321","3","5.0","1","True","0.297619048","2.0","1","36","2.0","16.0","23.8","7.5","58.8","2","10.0","117.87","30","45.5","0.5","43.1","10","2","8.8","12.6","2","1066.26","2371","0","Female","Positive"
"13323","0","5.0","3","True","0.4875","5.5","2","27","5.5","13.0","16.5","5.4","54.5","2","9.0","96.48","5","25.9","12.4","21.4","10","0","14.5","18.9","3","856.55","2968","0","Male","Positive"
"13334","0","5.0","4","True","0.611111111","1.9","1","27","1.9","14.0","34.8","10.7","59.9","4","18.0","81.07","5","38.6","12.9","34.0","7","4","18.5","24.7","2","1730.62","2241","0","Female","Positive"
"13336","0","4.0","6","True","0.466666667","0.3","0","18","0.3","16.0","30.0","10.9","42.0","6","13.0","213.54","12","66.4","3.9","21.4","4","3","19.9","23.3","3","2677.71","638","0","Female","Positive"
"13337","0","5.0","7","True","0.8","3.0","2","45","3.0","7.0","21.4","5.6","59.7","3","7.0","158.96","8","48.8","3.1","21.6","14","0","40.3","10.0","2","1021.42","3367","0","Female","Positive"
"13340","0","5.0","10","True","0.0","6.8","2","39","6.8","4.0","27.9","6.7","66.6","3","10.4","188.01","27","20.28","0.1","15.3","3","0","22.7","11.5","3","1209.26","2825","0","Male","Neutral"
"13349","0","5.0","9","True","0.1375","3.2","2","26","3.2","4.0","17.6","7.6","77.1","3","9.0","106.11","16","71.6","3.6","0.0","5","0","0.0","11.9","1","898.58","0","0","Female","Positive"
"13350","0","5.0","10","True","0.1825","4.1","2","28","4.1","9.0","24.2","10.3","55.0","1","14.0","91.51","19","70.6","10.6","13.6","10","0","5.1","13.0","3","1212.82","1558","0","Female","Positive"
"13352","0","5.0","2","True","0.5125","1.9","1","18","1.9","3.0","19.4","5.7","45.0","5","7.0","125.17","65","24.0","0.9","18.2","8","1","27.9","16.1","4","829.66","2614","1","Female","Positive"
"13353","6","5.0","1","True","0.214920635","2.9","2","58","2.9","22.0","20.6","7.2","79.7","5","12.0","70.68","5","34.7","3.5","16.4","2","5","40.7","22.9","3","746.14","268","1","Male","Positive"
"13354","0","5.0","2","True","0.447222222","1.2","0","43","1.2","10.0","28.7","7.7","59.3","5","14.0","47.16","14","20.7","4.7","19.6","2","3","28.2","18.3","1","781.93","1568","0","Female","Positive"
"13356","3","5.0","4","True","0.299509804","0.6","0","19","0.6","23.0","53.7","10.9","32.5","7","28.0","70.39","13","10.9","2.8","43.9","1","4","83.9","42.6","3","1782.59","1370","1","Male","Positive"
"13357","0","4.0","5","True","0.457142857","3.0","2","52","3.0","12.0","21.8","3.9","44.1","3","11.0","204.18","19","67.6","8.9","13.2","5","4","24.5","16.3","2","1841.88","2426","0","Female","Positive"
"13358","0","5.0","6","True","0.364285714","9.3","2","64","9.3","1.0","7.1","6.6","64.7","1","7.8","143.03","61","48.12","11.3","0.0","8","2","33.7","8.6","3","846.74","244","1","Male","Positive"
"13360","0","5.0","8","True","0.65","7.1","2","47","7.1","12.0","18.6","4.9","36.9","4","12.0","145.18","20","57.7","1.8","11.6","10","4","12.1","11.5","2","1955.43","2810","1","Female","Positive"
"13362","0","4.0","10","True","0.177380952","0.7","0","19","0.7","26.0","34.1","12.9","29.1","6","21.0","138.99","36","6.7","8.6","19.4","2","4","38.2","32.0","1","2891.52","3824","1","Male","Positive"
"13363","8","5.0","1","True","0.180555556","1.6","1","43","1.6","5.0","17.7","9.6","50.4","5","9.1","127.15","9","31.8","12.4","0.0","3","2","46.9","11.7","2","1005.9","1469","0","Female","Positive"
"13365","0","5.0","3","True","0.408333333","4.2","2","30","4.2","31.0","46.4","18.1","31.0","13","24.0","79.92","26","20.8","9.1","42.5","3","14","48.3","49.4","2","1833.2","4023","0","Female","Positive"
"13366","4","5.0","4","True","0.248333333","3.2","2","51","3.2","12.0","21.2","4.5","78.2","3","7.0","198.54","9","31.5","12.8","14.4","5","3","30.4","15.2","1","1578.34","2280","0","Female","Positive"
"13367","0","5.0","5","True","0.08","1.7","1","18","1.7","13.0","32.5","13.1","48.7","7","13.0","102.69","26","24.7","2.3","54.1","5","2","53.1","35.4","4","1090.91","2452","1","Male","Neutral"
"13368","0","5.0","6","True","0.447222222","3.0","2","20","3.0","4.0","23.7","7.7","59.5","1","12.0","216.1","107","69.9","7.3","15.1","8","2","31.9","13.1","3","2555.56","1331","1","Female","Positive"
"13369","8","4.0","7","True","0.207857143","1.9","1","39","1.9","25.0","53.7","14.6","29.2","10","19.0","54.53","51","48.6","3.2","61.3","3","5","63.1","34.6","1","1084.09","3599","0","Female","Positive"
"13370","0","5.0","8","True","0.275","3.8","2","38","3.8","21.0","28.5","9.7","34.0","4","16.0","125.63","6","73.2","12.8","36.9","5","3","55.9","23.8","3","2404.61","2131","0","Female","Positive"
"13371","0","5.0","9","True","0.366666667","0.7","0","29","0.7","22.0","32.3","10.3","65.8","7","13.0","66.22","10","8.6","8.8","49.7","5","1","41.7","30.7","3","880.62","2156","0","Female","Positive"
"13372","0","5.0","10","True","0.3","1.1","0","47","1.1","20.0","52.7","14.8","33.0","5","29.9","174.23","29","19.56","6.0","52.7","3","3","51.6","29.5","2","3384.88","3270","0","Female","Positive"
"13378","0","5.0","6","True","0.683333333","2.3","1","62","2.3","9.0","16.4","7.6","67.1","1","4.0","59.96","65","27.7","3.1","16.0","5","2","32.0","8.8","1","222.74","1826","0","Female","Positive"
"13379","0","5.0","7","True","0.511111111","4.5","2","28","4.5","9.0","38.4","8.6","67.0","4","14.3","137.99","19","84.84","9.2","43.6","6","8","44.3","32.4","1","1341.51","1800","0","Female","Positive"
"13381","0","5.0","9","True","0.324479167","2.7","2","38","2.7","16.0","40.7","15.5","47.2","6","18.0","134.56","9","7.5","0.6","13.7","7","3","39.8","25.0","3","2749.1","1252","1","Male","Positive"
"13383","0","5.0","1","True","0.466666667","5.8","2","54","5.8","5.0","11.2","5.7","49.5","1","8.0","102.67","0","75.5","6.5","0.0","9","2","0.0","24.7","1","695.35","1226","0","Male","Positive"
"13385","0","5.0","3","True","0.5","5.9","2","48","5.9","2.0","17.1","3.0","64.7","1","11.0","104.48","8","77.0","7.7","15.0","7","1","41.3","0.0","3","1233.8","202","0","Male","Positive"
"13386","0","4.0","4","True","0.511111111","1.6","1","52","1.6","0.0","19.6","7.3","65.1","6","10.0","219.98","24","13.1","5.8","25.8","4","2","17.3","18.0","3","2386.33","1891","0","Female","Positive"
"13391","0","4.0","9","True","0.5","6.9","2","46","6.9","18.0","38.3","15.1","38.3","14","16.0","104.68","16","74.0","2.6","31.4","3","7","62.8","29.3","1","1519.44","2808","0","Male","Positive"
"13396","0","5.0","4","True","0.319940476","2.9","2","45","2.9","29.0","31.2","16.2","48.4","2","14.0","252.71","56","44.6","7.4","31.2","4","3","67.1","24.5","2","2938.05","2437","0","Male","Positive"
"13397","0","5.0","5","True","0.369166667","1.5","0","40","1.5","15.0","26.7","7.4","49.6","8","13.0","73.38","36","95.4","6.0","1.7","4","2","20.6","12.5","2","797.46","1491","0","Male","Positive"
"13401","0","5.0","9","True","0.0","1.3","0","61","1.3","3.0","18.7","3.1","71.3","2","3.0","160.13","0","10.8","4.8","2.9","11","0","0.2","12.6","3","514.77","2294","0","Female","Neutral"
"13403","0","5.0","1","True","0.34","2.3","1","57","2.3","0.0","12.5","5.0","67.4","0","7.0","154.93","6","47.0","6.9","19.6","11","0","0.0","13.8","2","1087.65","129","0","Female","Positive"
"13405","0","5.0","3","True","0.261111111","1.3","0","28","1.3","21.0","32.9","15.8","36.3","8","24.7","70.43","4","68.28","6.3","56.2","3","2","48.8","32.5","2","1486.76","2033","0","Male","Positive"
"13406","0","5.0","4","True","0.35","5.6","2","38","5.6","6.0","6.5","7.0","71.3","3","5.0","68.84","8","26.8","0.7","18.2","3","1","47.3","25.7","4","284.38","2142","1","Male","Positive"
"13407","0","5.0","5","True","0.65","1.9","1","43","1.9","25.0","38.7","10.3","41.7","4","27.3","113.73","109","73.92","9.2","31.2","3","5","54.0","22.5","3","2780.98","2806","0","Male","Positive"
"13408","0","5.0","6","True","0.52","1.4","0","33","1.4","0.0","17.2","4.8","70.8","2","10.4","120.07","17","30.96","12.7","0.4","6","3","25.9","12.7","1","1128.1","1203","0","Male","Positive"
"13410","0","5.0","8","True","0.35","2.3","1","41","2.3","27.0","51.2","21.1","12.6","8","27.0","97.86","14","52.3","9.3","61.8","4","2","68.7","38.8","2","2546.26","3550","0","Female","Positive"
"13412","0","5.0","10","True","0.7","3.9","2","44","3.9","12.0","22.1","6.5","80.1","2","3.9","108.12","10","69.72","6.6","15.5","7","0","3.1","11.8","2","325.0","565","1","Female","Positive"
"13413","3","5.0","1","True","0.284722222","1.4","0","48","1.4","32.0","53.7","19.0","11.6","14","38.0","82.07","37","40.0","0.8","61.8","1","7","88.6","34.1","2","2875.26","3768","0","Female","Positive"
"13416","0","5.0","4","True","0.295238095","3.6","2","23","3.6","0.0","18.4","5.5","68.5","2","6.0","94.06","10","36.6","8.2","0.0","8","3","0.0","8.1","1","582.51","1768","0","Female","Positive"
"13418","0","5.0","6","True","0.3125","0.7","0","23","0.7","15.0","40.8","9.9","34.3","4","13.0","94.58","6","34.2","14.8","30.3","4","6","14.3","33.4","2","1056.72","1894","0","Female","Positive"
